VALUE,CLASSNAME,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue
3128,Northern California Coastal Scrub,2128,Sh Northern California Coastal Scrub,Shrub,609,Shrubland,Pacific Coastal Scrub,SRM 204: Northern Coastal Shrub,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,201,116,30,0.788235,0.454902,0.117647
3092,Southern California Coastal Scrub,2092,Sh Southern California Coastal Scrub,Shrub,609,Shrubland,Pacific Coastal Scrub,SRM 205: Coastal Sage Shrub,Shrub-dominated,Shrubland,Evergreen shrubland,166,139,107,0.65098,0.545098,0.419608
3105,Northern and Central California Dry-Mesic Chaparral,2105,Sh Northern and Central California Dry-Mesic Chaparral,Shrub,607,Shrubland,Chaparral,SRM 206: Chamise Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,99,69,47,0.388235,0.270588,0.184314
3110,Southern California Dry-Mesic Chaparral,2110,Sh Southern California Dry-Mesic Chaparral,Shrub,607,Shrubland,Chaparral,SRM 206: Chamise Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,99,69,47,0.388235,0.270588,0.184314
3097,California Mesic Chaparral,2097,Sh California Mesic Chaparral,Shrub,607,Shrubland,Chaparral,SRM 207: Scrub Oak Mixed Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,59,30,19,0.231373,0.117647,0.07451
3096,California Maritime Chaparral,2096,Sh California Maritime Chaparral,Shrub,607,Shrubland,Chaparral,SRM 208: Ceanothus Mixed Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,107,77,54,0.419608,0.301961,0.211765
3098,California Montane Woodland and Chaparral,2098,Sh California Montane Woodland and Chaparral,Shrub,607,Shrubland,Chaparral,SRM 209: Montane Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,66,37,24,0.258824,0.145098,0.094118
3099,California Xeric Serpentine Chaparral,2099,Sh California Xeric Serpentine Chaparral,Shrub,607,Shrubland,Chaparral,SRM 209: Montane Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,66,37,24,0.258824,0.145098,0.094118
3078,Colorado Plateau Blackbrush-Mormon-tea Shrubland,2078,Sh Colorado Plateau Blackbrush-Mormon-tea Shrubland,Shrub,606,Shrubland,Blackbrush Shrubland,SRM 212: Blackbush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,140,112,80,0.54902,0.439216,0.313725
3082,Mojave Mid-Elevation Mixed Desert Scrub,2082,Sh Mojave Mid-Elevation Mixed Desert Scrub,Shrub,613,Shrubland,Desert Scrub,SRM 212: Blackbush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,140,112,80,0.54902,0.439216,0.313725
3210,Coleogyne ramosissima Shrubland Alliance,2210,Sh Coleogyne ramosissima Shrubland Alliance,Shrub,606,Shrubland,Blackbrush Shrubland,SRM 212: Blackbush,Shrub-dominated,Shrubland,Evergreen shrubland,140,112,80,0.54902,0.439216,0.313725
3067,Mediterranean California Alpine Fell-Field,2067,Sh Mediterranean California Alpine Fell-Field,Shrub,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 213: Alpine Grassland,Shrub-dominated,Dwarf-shrubland,Mixed evergreen-deciduous dwarf-shrubland,255,211,119,1,0.827451,0.466667
3071,Sierra Nevada Alpine Dwarf-Shrubland,2071,Sh Sierra Nevada Alpine Dwarf-Shrubland,Shrub,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 213: Alpine Grassland,Shrub-dominated,Dwarf-shrubland,Evergreen dwarf-shrubland,255,211,119,1,0.827451,0.466667
3136,Mediterranean California Alpine Dry Tundra,2136,He Mediterranean California Alpine Dry Tundra,Herb,616,Grassland,Dry Tundra,SRM 213: Alpine Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,211,119,1,0.827451,0.466667
3131,California Northern Coastal Grassland,2131,He California Northern Coastal Grassland,Herb,617,Grassland,Grassland,SRM 214: Coastal Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,248,148,1,0.972549,0.580392
3129,California Central Valley and Southern Coastal Grassland,2129,He California Central Valley and Southern Coastal Grassland,Herb,617,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,235,153,1,0.921569,0.6
3130,California Mesic Serpentine Grassland,2130,He California Mesic Serpentine Grassland,Herb,617,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,235,153,1,0.921569,0.6
3137,Mediterranean California Subalpine Meadow,2137,He Mediterranean California Subalpine Meadow,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 216: Montane Meadows,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,205,112,1,0.803922,0.439216
3163,Pacific Coastal Marsh Systems,2163,He Pacific Coastal Marsh Systems,Herb,608,Riparian,Pacific Coastal Marsh,SRM 217: Wetlands,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,127,59,1,0.498039,0.231373
3139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,2139,He Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,617,Grassland,Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,191,102,1,0.74902,0.4
3140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,2140,He Northern Rocky Mountain Subalpine-Upper Montane Grassland,Herb,617,Grassland,Grassland,SRM 312: Rough Fescue-Idaho Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,184,97,1,0.721569,0.380392
3125,Inter-Mountain Basins Big Sagebrush Steppe,2125,Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,604,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,230,151,41,0.901961,0.592157,0.160784
3126,Inter-Mountain Basins Montane Sagebrush Steppe,2126,Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,604,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,219,140,37,0.858824,0.54902,0.145098
3220,Artemisia tridentata ssp. vaseyana Shrubland Alliance,2220,Sh Artemisia tridentata ssp. vaseyana Shrubland Alliance,Shrub,604,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,219,140,37,0.858824,0.54902,0.145098
3080,Inter-Mountain Basins Big Sagebrush Shrubland,2080,Sh Inter-Mountain Basins Big Sagebrush Shrubland,Shrub,604,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 403: Wyoming Big Sagebrush,Shrub-dominated,Shrubland,Evergreen shrubland,130,101,72,0.509804,0.396078,0.282353
3127,Inter-Mountain Basins Semi-Desert Shrub-Steppe,2127,Sh Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrub,613,Shrubland,Desert Scrub,SRM 403: Wyoming Big Sagebrush,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,130,101,72,0.509804,0.396078,0.282353
3064,Colorado Plateau Mixed Low Sagebrush Shrubland,2064,Sh Colorado Plateau Mixed Low Sagebrush Shrubland,Shrub,623,Shrubland,Low Sagebrush Shrubland and Steppe,SRM 405: Black Sagebrush,Shrub-dominated,Dwarf-shrubland,Evergreen dwarf-shrubland,204,182,135,0.8,0.713725,0.529412
3072,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,2072,Sh Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,Shrub,623,Shrubland,Low Sagebrush Shrubland and Steppe,SRM 405: Black Sagebrush,Shrub-dominated,Dwarf-shrubland,Evergreen dwarf-shrubland,204,182,135,0.8,0.713725,0.529412
3079,Great Basin Xeric Mixed Sagebrush Shrubland,2079,Sh Great Basin Xeric Mixed Sagebrush Shrubland,Shrub,623,Shrubland,Low Sagebrush Shrubland and Steppe,SRM 406: Low Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,135,106,76,0.529412,0.415686,0.298039
3124,Columbia Plateau Low Sagebrush Steppe,2124,Sh Columbia Plateau Low Sagebrush Steppe,Shrub,623,Shrubland,Low Sagebrush Shrubland and Steppe,SRM 406: Low Sagebrush,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,135,106,76,0.529412,0.415686,0.298039
3145,Rocky Mountain Subalpine-Montane Mesic Meadow,2145,He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,163,82,1,0.639216,0.321569
3070,Rocky Mountain Alpine Dwarf-Shrubland,2070,Sh Rocky Mountain Alpine Dwarf-Shrubland,Shrub,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 410: Alpine Rangeland,Shrub-dominated,Dwarf-shrubland,Evergreen dwarf-shrubland,171,145,106,0.670588,0.568627,0.415686
3143,Rocky Mountain Alpine Fell-Field,2143,He Rocky Mountain Alpine Fell-Field,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171,145,106,0.670588,0.568627,0.415686
3144,Rocky Mountain Alpine Turf,2144,He Rocky Mountain Alpine Turf,Herb,616,Grassland,Dry Tundra,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171,145,106,0.670588,0.568627,0.415686
3146,Southern Rocky Mountain Montane-Subalpine Grassland,2146,He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,617,Grassland,Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171,145,106,0.670588,0.568627,0.415686
3019,Great Basin Pinyon-Juniper Woodland,2019,Tr Great Basin Pinyon-Juniper Woodland,Tree,630,Conifer,Pinyon-Juniper Woodland,SRM 412: Juniper-Pinyon Woodland,Tree-dominated,Open tree canopy,Evergreen open tree canopy,78,255,59,0.305882,1,0.231373
3115,Inter-Mountain Basins Juniper Savanna,2115,Tr Inter-Mountain Basins Juniper Savanna,Tree,620,Conifer,Juniper Woodland and Savanna,SRM 412: Juniper-Pinyon Woodland,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,78,255,59,0.305882,1,0.231373
3107,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,2107,Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,612,Shrubland,Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,245,175,54,0.960784,0.686275,0.211765
3217,Quercus gambelii Shrubland Alliance,2217,Sh Quercus gambelii Shrubland Alliance,Shrub,612,Shrubland,Deciduous Shrubland,SRM 413: Gambel Oak,Shrub-dominated,Shrubland,Deciduous shrubland,245,175,54,0.960784,0.686275,0.211765
3075,Chihuahuan Mixed Salt Desert Scrub,2075,Sh Chihuahuan Mixed Salt Desert Scrub,Shrub,636,Shrubland,Salt Desert Scrub,SRM 414: Salt Desert Shrub,Shrub-dominated,Shrubland,Evergreen shrubland,156,128,92,0.611765,0.501961,0.360784
3081,Inter-Mountain Basins Mixed Salt Desert Scrub,2081,Sh Inter-Mountain Basins Mixed Salt Desert Scrub,Shrub,636,Shrubland,Salt Desert Scrub,SRM 414: Salt Desert Shrub,Shrub-dominated,Shrubland,Evergreen shrubland,156,128,92,0.611765,0.501961,0.360784
3088,Sonora-Mojave Mixed Salt Desert Scrub,2088,Sh Sonora-Mojave Mixed Salt Desert Scrub,Shrub,636,Shrubland,Salt Desert Scrub,SRM 414: Salt Desert Shrub,Shrub-dominated,Shrubland,Evergreen shrubland,156,128,92,0.611765,0.501961,0.360784
3211,Grayia spinosa Shrubland Alliance,2211,Sh Grayia spinosa Shrubland Alliance,Shrub,613,Shrubland,Desert Scrub,SRM 414: Salt Desert Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,156,128,92,0.611765,0.501961,0.360784
3062,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,2062,Tr Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Tree,628,Conifer,Mountain Mahogany Woodland and Shrubland,SRM 415: Curlleaf Mountain-Mahogany,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,155,235,216,0.607843,0.921569,0.847059
3250,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,2062,Tr Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrub,628,Shrubland,Mountain Mahogany Woodland and Shrubland,SRM 415: Curlleaf Mountain-Mahogany,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,155,235,216,0.607843,0.921569,0.847059
3012,Rocky Mountain Bigtooth Maple Ravine Woodland,2012,Tr Rocky Mountain Bigtooth Maple Ravine Woodland,Tree,605,Hardwood,Bigtooth Maple Woodland,SRM 418: Bigtooth Maple,Tree-dominated,Open tree canopy,Deciduous open tree canopy,171,255,138,0.670588,1,0.541176
3086,Rocky Mountain Lower Montane-Foothill Shrubland,2086,Sh Rocky Mountain Lower Montane-Foothill Shrubland,Shrub,612,Shrubland,Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,117,87,61,0.458824,0.341176,0.239216
3106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,2106,Sh Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrub,612,Shrubland,Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,117,87,61,0.458824,0.341176,0.239216
3160,Rocky Mountain Subalpine/Upper Montane Riparian Forest and Woodland,2160,Tr Rocky Mountain Subalpine/Upper Montane Riparian Systems,Tree,635,Riparian,Western Riparian Woodland and Shrubland,SRM 422: Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,184,96,24,0.721569,0.376471,0.094118
3164,Rocky Mountain Wetland-Herbaceous,2164,He Rocky Mountain Wetland-Herbaceous,Herb,635,Riparian,Western Herbaceous Wetland,SRM 422: Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,184,96,24,0.721569,0.376471,0.094118
3252,Rocky Mountain Subalpine/Upper Montane Riparian Shrubland,2160,Tr Rocky Mountain Subalpine/Upper Montane Riparian Systems,Shrub,635,Riparian,Western Riparian Woodland and Shrubland,SRM 422: Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,184,96,24,0.721569,0.376471,0.094118
3066,Inter-Mountain Basins Mat Saltbush Shrubland,2066,Sh Inter-Mountain Basins Mat Saltbush Shrubland,Shrub,636,Shrubland,Salt Desert Scrub,SRM 501: Saltbush-Greasewood,Shrub-dominated,Dwarf-shrubland,Evergreen dwarf-shrubland,194,170,126,0.760784,0.666667,0.494118
3153,Inter-Mountain Basins Greasewood Flat,2153,Sh Inter-Mountain Basins Greasewood Flat,Shrub,619,Shrubland,Greasewood Shrubland,SRM 501: Saltbush-Greasewood,Shrub-dominated,Shrubland,Evergreen shrubland,194,170,126,0.760784,0.666667,0.494118
3135,Inter-Mountain Basins Semi-Desert Grassland,2135,He Inter-Mountain Basins Semi-Desert Grassland,Herb,617,Grassland,Grassland,SRM 502: Grama-Galetta,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,200,125,1,0.784314,0.490196
3103,Great Basin Semi-Desert Chaparral,2103,Sh Great Basin Semi-Desert Chaparral,Shrub,607,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,89,59,40,0.34902,0.231373,0.156863
3104,Mogollon Chaparral,2104,Sh Mogollon Chaparral,Shrub,607,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,89,59,40,0.34902,0.231373,0.156863
3108,Sonora-Mojave Semi-Desert Chaparral,2108,Sh Sonora-Mojave Semi-Desert Chaparral,Shrub,607,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,89,59,40,0.34902,0.231373,0.156863
3214,Arctostaphylos patula Shrubland Alliance,2214,Sh Arctostaphylos patula Shrubland Alliance,Shrub,607,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,89,59,40,0.34902,0.231373,0.156863
3215,Quercus turbinella Shrubland Alliance,2215,Sh Quercus turbinella Shrubland Alliance,Shrub,607,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,89,59,40,0.34902,0.231373,0.156863
3216,Cercocarpus montanus Shrubland Alliance,2216,Sh Cercocarpus montanus Shrubland Alliance,Shrub,607,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,89,59,40,0.34902,0.231373,0.156863
3016,Colorado Plateau Pinyon-Juniper Woodland,2016,Tr Colorado Plateau Pinyon-Juniper Woodland,Tree,630,Conifer,Pinyon-Juniper Woodland,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Open tree canopy,Evergreen open tree canopy,121,255,94,0.47451,1,0.368627
3025,Madrean Pinyon-Juniper Woodland,2025,Tr Madrean Pinyon-Juniper Woodland,Tree,630,Conifer,Pinyon-Juniper Woodland,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Open tree canopy,Evergreen open tree canopy,121,255,94,0.47451,1,0.368627
3059,Southern Rocky Mountain Pinyon-Juniper Woodland,2059,Tr Southern Rocky Mountain Pinyon-Juniper Woodland,Tree,630,Conifer,Pinyon-Juniper Woodland,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Open tree canopy,Evergreen open tree canopy,121,255,94,0.47451,1,0.368627
3119,Southern Rocky Mountain Juniper Woodland and Savanna,2119,Tr Southern Rocky Mountain Juniper Woodland and Savanna,Tree,620,Conifer,Juniper Woodland and Savanna,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,121,255,94,0.47451,1,0.368627
3121,Apacherian-Chihuahuan Semi-Desert Shrubland,2121,Sh Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Shrub,618,Shrubland,Grassland and Steppe,SRM 505: Grama-Tobosa Shrub,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,255,204,51,1,0.8,0.2
3122,Chihuahuan Gypsophilous Grassland and Steppe,2122,Sh Chihuahuan Gypsophilous Grassland and Steppe,Shrub,618,Shrubland,Grassland and Steppe,SRM 505: Grama-Tobosa Shrub,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,255,204,51,1,0.8,0.2
3256,Apacherian-Chihuahuan Semi-Desert Grassland,2121,Sh Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Herb,618,Grassland,Grassland and Steppe,SRM 505: Grama-Tobosa Shrub,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid grassland,255,204,51,1,0.8,0.2
3074,Chihuahuan Creosotebush Desert Scrub,2074,Sh Chihuahuan Creosotebush Desert Scrub,Shrub,611,Shrubland,Creosotebush Desert Scrub,SRM 506: Creosotebush-Bursage,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,161,134,96,0.631373,0.52549,0.376471
3087,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,2087,Sh Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrub,611,Shrubland,Creosotebush Desert Scrub,SRM 506: Creosotebush-Bursage,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,161,134,96,0.631373,0.52549,0.376471
3090,Sonoran Granite Outcrop Desert Scrub,2090,Sh Sonoran Granite Outcrop Desert Scrub,Shrub,613,Shrubland,Desert Scrub,SRM 506: Creosotebush-Bursage,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,161,134,96,0.631373,0.52549,0.376471
3091,Sonoran Mid-Elevation Desert Scrub,2091,Sh Sonoran Mid-Elevation Desert Scrub,Shrub,613,Shrubland,Desert Scrub,SRM 506: Creosotebush-Bursage,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,161,134,96,0.631373,0.52549,0.376471
3109,Sonoran Paloverde-Mixed Cacti Desert Scrub,2109,Sh Sonoran Paloverde-Mixed Cacti Desert Scrub,Shrub,613,Shrubland,Desert Scrub,SRM 507: Palo Verde-Cactus,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,242,168,48,0.94902,0.658824,0.188235
3100,Chihuahuan Mixed Desert and Thornscrub,2100,Sh Chihuahuan Mixed Desert and Thornscrub,Shrub,613,Shrubland,Desert Scrub,SRM 508: Creosotebush-Tarbush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,74,44,29,0.290196,0.172549,0.113725
3150,Western Great Plains Tallgrass Prairie,2150,He Western Great Plains Tallgrass Prairie,Herb,649,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
3270,North-Central Interior Sand and Gravel Shrubland,2412,Sh North-Central Interior Sand and Gravel Tallgrass Prairie,Shrub,649,Shrubland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland,255,137,64,1,0.537255,0.25098
3412,North-Central Interior Sand and Gravel Tallgrass Prairie,2412,Sh North-Central Interior Sand and Gravel Tallgrass Prairie,Herb,649,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
3420,Northern Tallgrass Prairie,2420,He Northern Tallgrass Prairie,Herb,649,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
3421,Central Tallgrass Prairie,2421,He Central Tallgrass Prairie,Herb,649,Grassland,Tallgrass Prairie,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
3495,Western Great Plains Depressional Wetland Systems,2495,He Western Great Plains Depressional Wetland Systems,Herb,650,Riparian,Depressional Wetland,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,137,64,1,0.537255,0.25098
3147,Western Great Plains Foothill and Piedmont Grassland,2147,He Western Great Plains Foothill and Piedmont Grassland,Herb,617,Grassland,Grassland,SRM 604: Bluestem-Grama Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,157,77,1,0.615686,0.301961
3093,Southern Colorado Plateau Sand Shrubland,2093,Sh Southern Colorado Plateau Sand Shrubland,Shrub,637,Shrubland,Sand Shrubland,SRM 605: Sandsage Prairie,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,112,82,57,0.439216,0.321569,0.223529
